high,kesai_angle,beta_angle,alpha_angle,decare_x,decare_y,decare_z,velocity_x,velocity_y,velocity_z,VarName17,VarName18,acceleration_x,acceleration_y,acceleration_z,palstance_x,palstance_y,palstance_z,center_x,center_y,center_z
108.6761387,34.2406586,357.162,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.03,-0.0045,0.0073,0.0023,-0.00026,-0.002564,0.00195,0.961860920219245,-1.70204846224117,0.0629116205846528
108.6761387,34.2406586,357.147,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.03,-0.0045,0.0073,0.0023,-0.00026,-0.002564,0.00195,0.961915871951219,-1.70183408963415,0.0629015536585365
108.6761387,34.2406586,357.147,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.031,0.0059,-0.0039,-0.0074,-0.000198,-0.002211,0.00195,0.961946614259598,-1.70200240341255,0.0627343595368677
108.6761387,34.2406586,357.133,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.031,0.0059,-0.0039,-0.0074,-0.000198,-0.002211,0.002731,0.96171877236762,-1.70171449969568,0.0628527078514911
108.6761387,34.2406586,357.133,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.031,0.0059,-0.0039,-0.0074,-0.000198,-0.002211,0.002731,0.961879965853658,-1.70191564207317,0.0629081786585365
108.6761387,34.2406586,357.133,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.031,-0.0048,0.007,-0.0076,0.000901,-0.003599,0.002343,0.961538649817296,-1.70211601400731,0.0625774470158343
108.6761387,34.2406586,357.119,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.031,-0.0048,0.007,-0.0076,0.000901,-0.003599,0.002343,0.961522809029896,-1.70173479194631,0.0627766461256864
108.6761387,34.2406586,357.119,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.031,-0.0047,-0.0036,0.0023,0.000594,-0.002289,0.002139,0.962001229737965,-1.70201254966484,0.0627390761730652
108.6761387,34.2406586,357.106,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.031,-0.0047,-0.0036,0.0023,0.000594,-0.002289,0.002139,0.961483540803898,-1.70184965408039,0.0624744896467722
108.6761387,34.2406586,357.106,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.031,-0.0049,-0.0039,-0.017,0.000156,-0.004875,0.002956,0.96194865956151,-1.70188647198538,0.0632216644336175
108.6761387,34.2406586,357.092,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.031,-0.0049,-0.0039,-0.017,0.000156,-0.004875,0.002956,0.962073156421181,-1.70194140292149,0.0628626482045039
108.6761387,34.2406586,357.092,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.032,0.0059,-0.0037,-0.0073,0.000156,-0.004875,0.002956,0.962051193666261,-1.70217256577345,0.0630077448233861
108.6761387,34.2406586,357.092,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.032,0.0059,-0.0037,-0.0073,-0.000946,-0.00313,0.00259,0.96219871498173,-1.70206048538368,0.0625160310596833
108.6761387,34.2406586,357.077,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.032,0.0059,-0.0037,-0.0073,-0.000946,-0.00313,0.00259,0.962185232643118,-1.70198709926918,0.0628828922046285
108.6761387,34.2406586,357.077,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.033,0.0059,-0.0039,-0.0075,0.001449,-0.002821,0.00259,0.961646739183425,-1.70161400914077,0.0630670097501523
108.6761387,34.2406586,357.062,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.033,0.0059,-0.0039,-0.0075,0.001449,-0.002821,0.001767,0.961876974421437,-1.70202921498173,0.0628599872107186
108.6761387,34.2406586,357.062,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.033,-0.0047,-0.0036,-0.0075,0.001449,-0.002821,0.001767,0.961759678854357,-1.70175841072517,0.0630807824497257
108.6761387,34.2406586,357.062,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.033,-0.0047,-0.0036,0.0021,0.000832,-0.00231,0.001987,0.961985925045704,-1.70215110481414,0.0628103826934795
108.6761387,34.2406586,357.047,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.033,-0.0047,-0.0036,0.0021,0.000832,-0.00231,0.001987,0.961194443902439,-1.70184420792683,0.0629064634146341
108.6761387,34.2406586,357.047,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.034,-0.0047,-0.0036,0.0023,-0.002065,-0.004872,0.001106,0.962012343483557,-1.70174630267966,0.0627382807551766
108.6761387,34.2406586,357.031,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.034,-0.0047,-0.0036,0.0023,-0.002065,-0.004872,0.001106,0.961931580389769,-1.70219678319123,0.0629964701583434
108.6761387,34.2406586,357.031,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.034,-0.0048,-0.0037,-0.0073,-0.000615,-0.004605,0.001106,0.961758931707317,-1.702015825,0.0629211262195122
